"consent","did_donate_account","sex","age","education","groups_don","groups_quest"
"no","No","female",52,"mbo",NA,5
"yes","No","male",44,"hbo",NA,4
"no","No","female",50,"hbo",NA,5
"no","No","male",59,"hbo",NA,5
"yes","No","male",47,"hbo",NA,NA
"no","No","female",77,"vmbo",NA,NA
"no","No","female",66,"hbo",NA,12
"no","No","female",69,"vmbo",NA,8
"no","No","female",76,"vmbo",NA,3
"yes","No","male",48,"hbo",NA,10
"yes","Yes","female",29,"hbo",28,20
"yes","No","male",44,"wo",NA,10
"no","No","female",40,"mbo",NA,10
"no","No","female",63,"vmbo",NA,NA
"no","No","female",59,"hbo",NA,1
"no","No","female",65,"vmbo",NA,1
"yes","No","male",66,"havo/vwo",NA,NA
"no","No","female",78,"vmbo",NA,2
"yes","Yes","female",53,"mbo",20,15
"no","No","female",30,"mbo",NA,8
"yes","No","female",51,"hbo",NA,4
"no","No","male",57,"vmbo",NA,2
"no","No","female",92,"vmbo",NA,NA
"no","No","male",76,"vmbo",NA,NA
"no","No","female",73,"vmbo",NA,NA
"no","No","male",75,"vmbo",NA,NA
"no","No","female",66,"mbo",NA,3
"no","No","male",58,"hbo",NA,2
"no","No","male",73,"hbo",NA,8
"no","No","male",20,"vmbo",NA,3
"no","No","female",70,"hbo",NA,5
"no","No","female",69,"primary education",NA,NA
"no","No","female",58,"hbo",NA,6
"no","No","male",74,"vmbo",NA,2
"yes","Yes","male",56,"wo",8,5
"no","No","female",61,"mbo",NA,3
"no","No","male",72,"vmbo",NA,NA
"no","No","female",55,"wo",NA,5
"yes","No","female",48,"mbo",NA,9
"yes","Yes","male",63,"wo",29,10
"no","No","male",76,"hbo",NA,6
"no","No","female",28,"wo",NA,20
"no","No","male",63,"hbo",NA,8
"no","No","female",37,"hbo",NA,5
"yes","No","male",62,"hbo",NA,7
"no","No","female",67,"primary education",NA,NA
"no","No","male",30,"wo",NA,5
"yes","Yes","female",55,"mbo",3,4
"no","No","male",82,"havo/vwo",NA,NA
"no","No","male",77,"wo",NA,NA
"no","No","male",55,"hbo",NA,12
"no","No","male",70,"mbo",NA,10
"yes","No","male",38,"hbo",NA,15
"no","No","male",65,"hbo",NA,1
"yes","Yes","male",63,"mbo",3,2
"yes","No","male",52,"wo",NA,20
"yes","No","female",41,"hbo",NA,10
"no","No","male",73,"vmbo",NA,NA
"yes","No","female",29,"wo",NA,25
"no","No","female",53,"wo",NA,5
"no","No","female",79,"vmbo",NA,NA
"yes","Yes","male",59,"mbo",32,6
"yes","Yes","male",70,"wo",NA,6
"yes","Yes","male",71,"havo/vwo",NA,3
"yes","Yes","female",69,"mbo",NA,15
"no","No","female",39,"hbo",NA,10
"no","No","male",63,"havo/vwo",NA,NA
"yes","Yes","female",31,"hbo",83,50
"no","No","male",65,"hbo",NA,NA
"no","No","female",63,"havo/vwo",NA,6
"no","No","female",62,"hbo",NA,10
"yes","Yes","female",19,"havo/vwo",98,45
"yes","No","male",41,"mbo",NA,8
"no","No","male",76,"mbo",NA,1
"yes","No","male",26,"hbo",NA,20
"no","No","female",30,"hbo",NA,9
"yes","No","female",76,"havo/vwo",NA,8
"no","No","female",42,"vmbo",NA,NA
"no","No","male",76,"wo",NA,NA
"no","No","male",40,"hbo",NA,20
"no","No","male",70,"mbo",NA,NA
"no","No","male",81,"hbo",NA,NA
"no","No","male",47,"vmbo",NA,4
"no","No","male",76,"vmbo",NA,NA
"no","No","female",69,"vmbo",NA,6
"yes","No","female",53,"hbo",NA,7
"yes","Yes","female",36,"vmbo",NA,2
"no","No","male",72,"havo/vwo",NA,NA
"yes","Yes","female",41,"mbo",41,8
"no","No","male",20,"havo/vwo",NA,NA
"yes","No","male",26,"wo",NA,25
"no","No","female",61,"hbo",NA,5
"yes","No","male",61,"havo/vwo",NA,18
"no","No","male",36,"hbo",NA,6
"no","No","female",74,"primary education",NA,NA
"yes","No","female",60,"havo/vwo",NA,6
"yes","No","female",49,"hbo",NA,10
"no","No","female",62,"vmbo",NA,3
"no","No","male",78,"vmbo",NA,NA
"no","No","female",17,"primary education",NA,20
"no","No","male",40,"wo",NA,5
"no","No","female",56,"wo",NA,NA
"yes","No","female",43,"hbo",NA,4
"no","No","male",52,"vmbo",NA,1
"no","No","male",24,"mbo",NA,5
"no","No","female",60,"primary education",NA,8
"no","No","female",58,"vmbo",NA,8
"yes","No","female",39,"wo",NA,5
"no","No","male",48,"wo",NA,20
"no","No","male",67,"mbo",NA,6
"no","No","male",60,"havo/vwo",NA,50
"no","No","male",61,"wo",NA,10
"no","No","female",65,"mbo",NA,2
"no","No","male",64,"mbo",NA,3
"no","No","female",73,"havo/vwo",NA,5
"yes","Yes","female",49,"havo/vwo",10,3
"yes","Yes","male",55,"hbo",21,5
"no","No","male",71,"wo",NA,NA
"yes","Yes","female",55,"mbo",17,5
"no","No","female",75,"primary education",NA,2
"no","No","female",56,"vmbo",NA,10
"no","No","female",69,"primary education",NA,NA
"no","No","female",57,"hbo",NA,14
"yes","No","female",68,"wo",NA,15
"no","No","female",59,"vmbo",NA,5
"yes","No","male",23,"havo/vwo",NA,5
"yes","No","female",41,"mbo",NA,26
"no","No","male",72,"havo/vwo",NA,10
"yes","No","female",24,"mbo",NA,12
"no","No","male",55,"mbo",NA,6
"yes","Yes","male",17,"primary education",20,8
"yes","No","male",36,"primary education",NA,3
"no","No","female",59,"hbo",NA,2
"no","No","male",73,"vmbo",NA,NA
"no","No","female",61,"hbo",NA,10
"yes","No","male",49,"primary education",NA,3
"no","No","male",58,"hbo",NA,1
"yes","No","female",18,"primary education",NA,2
"no","No","male",46,"wo",NA,8
"no","No","female",74,"havo/vwo",NA,5
"yes","No","female",33,"wo",NA,20
"yes","No","female",36,"mbo",NA,3
"no","No","female",77,"hbo",NA,5
"no","No","male",65,"wo",NA,5
"no","No","male",65,"hbo",NA,2
"yes","Yes","male",68,"hbo",6,2
"no","No","female",58,"havo/vwo",NA,5
"no","No","female",67,"hbo",NA,1
"no","No","male",70,"mbo",NA,NA
"yes","Yes","male",66,"vmbo",3,2
"no","No","female",76,"havo/vwo",NA,4
"yes","No","male",73,"mbo",NA,3
"no","No","male",58,"wo",NA,2
"no","No","male",56,"hbo",NA,15
"yes","No","male",20,"vmbo",NA,10
"no","No","male",74,"hbo",NA,2
"no","No","male",37,"mbo",NA,1
"no","No","male",70,"vmbo",NA,NA
"no","No","female",62,"hbo",NA,2
"yes","Yes","male",52,"wo",135,15
"no","No","male",68,"mbo",NA,2
"no","No","female",78,"hbo",NA,NA
"no","No","male",73,"wo",NA,2
"no","No","male",68,"wo",NA,NA
"yes","No","male",70,"mbo",NA,NA
"no","No","female",78,"mbo",NA,NA
"yes","No","male",71,"vmbo",NA,7
"yes","Yes","male",61,"hbo",28,3
"no","No","female",62,"hbo",NA,15
"no","No","female",65,"wo",NA,10
"no","No","female",41,"hbo",NA,20
"yes","No","male",23,"havo/vwo",NA,20
"no","No","female",75,"vmbo",NA,7
"no","No","female",50,"vmbo",NA,NA
"yes","No","male",58,"mbo",NA,2
"no","No","male",88,"hbo",NA,5
"no","No","female",59,"mbo",NA,4
"yes","No","male",25,"havo/vwo",NA,0
"yes","No","male",53,"hbo",NA,8
"no","No","female",37,"wo",NA,1
"yes","Yes","female",16,"primary education",84,10
"no","No","male",83,"mbo",NA,NA
"no","No","female",67,"vmbo",NA,7
"no","No","male",55,"havo/vwo",NA,NA
"no","No","female",63,"mbo",NA,3
"no","No","female",21,"primary education",NA,10
"no","No","female",75,"vmbo",NA,5
"yes","Yes","other",51,"hbo",NA,2
"no","No","male",72,"mbo",NA,5
"no","No","male",66,"vmbo",NA,4
"yes","No","male",70,"wo",NA,5
"no","No","male",46,"mbo",NA,5
"yes","No","female",47,"wo",NA,20
"no","No","female",55,"mbo",NA,6
"yes","No","male",76,"havo/vwo",NA,4
"no","No","female",76,"primary education",NA,2
"no","No","female",34,"mbo",NA,10
"no","No","female",72,"hbo",NA,6
"no","No","male",71,"hbo",NA,2
"no","No","female",63,"mbo",NA,NA
"no","No","male",32,"hbo",NA,200
"no","No","male",78,"hbo",NA,NA
"yes","No","male",72,"wo",NA,6
"yes","No","female",83,"hbo",NA,3
"no","No","male",75,"hbo",NA,3
"no","No","female",61,"hbo",NA,NA
"no","No","female",76,"vmbo",NA,1
"no","No","female",61,"vmbo",NA,4
"no","No","female",55,"hbo",NA,10
"no","No","female",74,"vmbo",NA,NA
"no","No","male",67,"mbo",NA,3
"no","No","male",73,"mbo",NA,NA
"no","No","female",55,"vmbo",NA,NA
"no","No","male",56,"mbo",NA,20
"no","No","male",35,"mbo",NA,18
"yes","Yes","female",25,"hbo",201,40
"yes","No","female",41,"mbo",NA,5
"no","No","female",18,"primary education",NA,30
"no","No","male",28,"wo",NA,NA
"yes","Yes","female",36,"mbo",48,20
"yes","No","male",65,"mbo",NA,2
"yes","Yes","male",56,"hbo",NA,4
"no","No","female",46,"havo/vwo",NA,3
"no","No","female",57,"mbo",NA,10
"yes","Yes","male",28,"wo",26,10
"yes","No","female",46,"mbo",NA,4
"yes","Yes","female",27,"hbo",26,19
"no","No","female",67,"havo/vwo",NA,2
"no","No","male",71,"primary education",NA,NA
"yes","Yes","male",40,"havo/vwo",36,10
"no","No","female",31,"wo",NA,15
"no","No","female",77,"mbo",NA,3
"no","No","female",28,"hbo",NA,33
"yes","Yes","female",22,"havo/vwo",125,50
"no","No","female",57,"havo/vwo",NA,2
"no","No","male",78,"primary education",NA,NA
"no","No","male",87,"vmbo",NA,NA
"no","No","female",75,"hbo",NA,NA
"no","No","female",76,"vmbo",NA,NA
"no","No","male",72,"hbo",NA,NA
"no","No","female",75,"hbo",NA,5
"no","No","female",74,"hbo",NA,3
"no","No","male",36,"wo",NA,15
"yes","No","male",50,"mbo",NA,4
"yes","No","male",46,"mbo",NA,5
"yes","Yes","male",25,"wo",47,15
"no","No","male",49,"hbo",NA,10
"no","No","female",73,"hbo",NA,4
"no","No","female",57,"hbo",NA,4
"no","No","male",81,"vmbo",NA,NA
"yes","Yes","female",44,"hbo",49,10
"no","No","male",58,"mbo",NA,NA
"no","No","male",58,"hbo",NA,1
"no","No","male",23,"mbo",NA,5
"no","No","male",76,"vmbo",NA,NA
"yes","No","male",65,"hbo",NA,10
"no","No","male",47,"hbo",NA,25
"yes","Yes","male",37,"hbo",55,12
"no","No","female",81,"vmbo",NA,NA
"no","No","female",89,"vmbo",NA,NA
"yes","No","male",30,"havo/vwo",NA,10
"yes","No","female",46,"hbo",NA,2
"no","No","female",72,"hbo",NA,10
"no","No","female",17,NA,NA,2
"no","No","male",55,"mbo",NA,1
"no","No","male",75,"vmbo",NA,NA
"no","No","female",33,"mbo",NA,3
"yes","Yes","female",29,"mbo",36,8
"no","No","female",70,"vmbo",NA,15
"no","No","male",43,"mbo",NA,NA
"no","No","female",49,"mbo",NA,4
"no","No","male",77,"primary education",NA,NA
"no","No","male",56,"hbo",NA,10
"no","No","male",50,"wo",NA,4
"no","No","male",73,"havo/vwo",NA,10
"yes","Yes","female",26,"mbo",106,40
"yes","Yes","male",57,"hbo",NA,10
"yes","No","male",83,"hbo",NA,NA
"yes","Yes","female",61,"hbo",52,6
"yes","Yes","female",37,"hbo",79,10
"no","No","male",16,"primary education",NA,5
"no","No","female",68,"mbo",NA,NA
"no","No","female",20,"havo/vwo",NA,NA
"no","No","female",73,"hbo",NA,NA
"no","No","male",62,"wo",NA,NA
"no","No","female",61,"primary education",NA,2
"no","No","female",65,"hbo",NA,15
"yes","No","female",41,"havo/vwo",NA,4
"yes","Yes","male",60,"vmbo",5,2
"no","No","male",74,"primary education",NA,NA
"no","No","female",74,"vmbo",NA,NA
"no","No","female",47,"mbo",NA,NA
"no","No","female",75,"mbo",NA,3
"no","No","female",64,"mbo",NA,NA
"no","No","female",62,"vmbo",NA,3
"no","No","female",87,"vmbo",NA,NA
"yes","Yes","male",49,"mbo",5,6
"no","No","male",75,"hbo",NA,NA
"yes","Yes","male",32,"havo/vwo",12,12
"yes","Yes","male",52,"wo",14,3
"no","No","male",33,"hbo",NA,14
"no","No","female",81,"mbo",NA,2
"no","No","female",26,"hbo",NA,100
"yes","Yes","male",46,"wo",103,8
"no","No","male",86,"hbo",NA,1
"no","No","male",37,"mbo",NA,NA
"no","No","male",66,"wo",NA,4
"yes","Yes","female",45,"mbo",36,10
"no","No","female",44,"wo",NA,NA
"no","No","male",81,"primary education",NA,NA
"no","No","male",74,"primary education",NA,NA
"no","No","female",76,"vmbo",NA,3
"yes","No","male",74,"mbo",NA,4
"yes","Yes","male",72,"hbo",13,6
"yes","Yes","female",31,"hbo",58,15
"no","No","male",48,"wo",NA,20
"yes","Yes","female",38,"hbo",30,12
"no","No","male",48,"mbo",NA,5
"yes","Yes","male",27,"havo/vwo",179,20
"yes","Yes","male",76,"hbo",17,5
"no","No","male",69,"mbo",NA,2
"yes","No","male",49,"havo/vwo",NA,40
"no","No","female",74,"wo",NA,3
"no","No","female",51,"mbo",NA,NA
"yes","No","male",76,"wo",NA,2
"yes","No","female",56,"hbo",NA,16
"yes","Yes","female",19,"vmbo",NA,15
"no","No","female",66,"hbo",NA,4
"no","No","male",41,"mbo",NA,2
"no","No","female",57,"havo/vwo",NA,4
"no","No","female",73,"hbo",NA,NA
"yes","No","female",25,"hbo",NA,109
"no","No","male",33,"hbo",NA,20
"no","No","female",49,"mbo",NA,6
"no","No","female",49,"wo",NA,10
"no","No","male",49,"wo",NA,5
"yes","No","female",22,"havo/vwo",NA,13
"yes","No","male",65,"hbo",NA,20
"no","No","female",50,"mbo",NA,20
"no","No","female",41,"hbo",NA,2
"no","No","male",29,"wo",NA,NA
"no","No","female",21,"havo/vwo",NA,4
"no","No","female",61,"vmbo",NA,12
"no","No","female",53,"mbo",NA,4
"no","No","male",75,"hbo",NA,NA
"yes","No","male",64,"vmbo",NA,1
"no","No","female",56,"hbo",NA,NA
"no","No","male",49,"mbo",NA,6
"yes","No","male",58,"hbo",NA,3
"no","No","female",27,"wo",NA,19
"no","No","male",77,"mbo",NA,NA
"no","No","male",49,"vmbo",NA,NA
"no","No","female",35,"mbo",NA,2
"yes","No","male",70,"hbo",NA,10
"yes","No","male",77,"havo/vwo",NA,NA
"no","No","female",64,"vmbo",NA,NA
"no","No","male",33,"mbo",NA,4
"no","No","female",56,"mbo",NA,2
"no","No","female",66,"hbo",NA,10
"no","No","male",59,"vmbo",NA,NA
"yes","No","male",40,"havo/vwo",NA,NA
"no","No","female",18,"vmbo",NA,4
"no","No","female",55,"mbo",NA,NA
"no","No","male",63,"wo",NA,7
"yes","Yes","female",41,"mbo",82,8
"no","No","female",81,"vmbo",NA,NA
"no","No","male",51,"wo",NA,4
"no","No","female",66,"mbo",NA,2
"no","No","female",66,"hbo",NA,NA
"no","No","male",56,"primary education",NA,NA
"no","No","male",77,"mbo",NA,3
"yes","No","female",40,"hbo",NA,10
"yes","Yes","male",64,"wo",26,6
"no","No","male",81,"hbo",NA,2
"no","No","male",67,"hbo",NA,2
"no","No","female",30,"wo",NA,25
"no","No","male",80,"primary education",NA,1
"no","No","female",72,"vmbo",NA,NA
"yes","No","female",55,"wo",NA,6
"yes","Yes","female",38,"wo",50,10
"yes","No","female",19,"vmbo",NA,10
"yes","No","male",61,"mbo",NA,3
"yes","Yes","male",42,"wo",37,4
"no","No","male",58,"mbo",NA,2
"no","No","female",22,"wo",NA,50
"no","No","male",66,"vmbo",NA,3
"yes","No","male",60,"primary education",NA,1
"no","No","female",35,"hbo",NA,10
"no","No","male",49,"wo",NA,5
"no","No","male",29,"primary education",NA,13
"no","No","female",68,"vmbo",NA,4
"yes","No","female",20,"hbo",NA,20
"no","No","male",71,"vmbo",NA,1
"yes","Yes","female",29,"wo",118,7
"yes","No","male",53,"hbo",NA,10
"no","No","female",68,"hbo",NA,6
"yes","Yes","female",26,"hbo",67,50
"yes","No","female",26,"hbo",NA,8
"no","No","female",58,"vmbo",NA,12
"no","No","male",67,"havo/vwo",NA,5
"no","No","male",80,"hbo",NA,NA
"yes","Yes","female",67,"wo",15,5
"no","No","male",79,"hbo",NA,4
"no","No","male",25,"wo",NA,180
"yes","No","female",61,"mbo",NA,12
"no","No","female",85,"vmbo",NA,2
"no","No","male",83,"havo/vwo",NA,3
"no","No","female",74,"havo/vwo",NA,10
"yes","No","male",57,"hbo",NA,5
"no","No","male",63,"hbo",NA,5
"yes","No","female",59,"hbo",NA,10
"yes","No","female",41,"wo",NA,5
"no","No","female",76,"vmbo",NA,NA
"no","No","female",37,"mbo",NA,8
"no","No","male",76,"mbo",NA,NA
"no","No","female",72,"hbo",NA,8
"no","No","female",57,"hbo",NA,NA
"no","No","male",71,"hbo",NA,2
"yes","No","female",42,"hbo",NA,5
"no","No","female",76,"vmbo",NA,NA
"no","No","male",37,"hbo",NA,8
"no","No","male",29,"wo",NA,5
"no","No","male",60,"mbo",NA,3
"no","No","female",18,"vmbo",NA,6
"no","No","male",56,"mbo",NA,3
"no","No","female",48,"mbo",NA,3
"yes","Yes","male",60,"mbo",13,6
"no","No","female",72,"havo/vwo",NA,NA
"no","No","female",89,"mbo",NA,NA
"no","No","male",38,"hbo",NA,4
"no","No","female",47,"havo/vwo",NA,NA
"no","No","male",43,"mbo",NA,15
"no","No","female",58,"hbo",NA,25
"no","No","male",60,"hbo",NA,5
"no","No","male",87,"mbo",NA,2
"no","No","male",57,"mbo",NA,NA
"no","No","male",43,"havo/vwo",NA,12
"no","No","female",69,"hbo",NA,7
"no","No","male",62,"mbo",NA,2
"no","No","female",72,"primary education",NA,3
"no","No","female",68,"hbo",NA,5
"no","No","female",81,"vmbo",NA,NA
"yes","No","male",73,"mbo",NA,NA
"no","No","male",54,"wo",NA,50
"yes","No","female",36,"hbo",NA,8
"yes","Yes","female",72,"hbo",5,3
"no","No","male",56,"wo",NA,10
"no","No","female",51,"havo/vwo",NA,NA
"yes","No","female",22,"havo/vwo",NA,50
"yes","Yes","male",17,"primary education",107,30
"no","No","male",61,"vmbo",NA,1
"yes","Yes","female",17,NA,144,9
"no","No","male",76,"primary education",NA,NA
"yes","Yes","male",64,"wo",2,NA
"no","No","male",73,"mbo",NA,8
"yes","No","female",27,"wo",NA,80
"no","No","male",69,"mbo",NA,4
"no","No","female",45,"hbo",NA,8
"no","No","female",33,"mbo",NA,15
"no","No","female",49,"mbo",NA,5
"no","No","female",52,"havo/vwo",NA,2
"yes","No","male",68,"wo",NA,3
"no","No","female",57,"mbo",NA,15
"no","No","male",60,"vmbo",NA,NA
"no","No","female",65,"vmbo",NA,4
"no","No","male",86,"vmbo",NA,NA
"no","No","male",61,"mbo",NA,NA
"no","No","female",65,"vmbo",NA,NA
"yes","No","male",46,"vmbo",NA,8
"no","No","female",46,"hbo",NA,10
"no","No","male",79,"mbo",NA,NA
"no","No","female",63,"hbo",NA,6
"no","No","female",32,"wo",NA,35
"no","No","female",74,"mbo",NA,NA
"no","No","female",73,"vmbo",NA,5
"no","No","female",62,"hbo",NA,4
"yes","No","female",36,"hbo",NA,100
"no","No","female",72,"hbo",NA,4
"no","No","male",23,"mbo",NA,8
"no","No","female",73,"vmbo",NA,3
"yes","No","female",58,"mbo",NA,15
"no","No","male",19,"mbo",NA,1
"no","No","male",80,"hbo",NA,2
"no","No","female",38,"mbo",NA,10
"no","No","male",91,"hbo",NA,NA
"no","No","male",58,"hbo",NA,5
"yes","Yes","female",51,"vmbo",20,4
"yes","No","female",37,"wo",NA,10
"no","No","female",66,"vmbo",NA,2
"no","No","male",79,"mbo",NA,NA
"no","No","female",35,"wo",NA,8
"yes","Yes","male",49,"hbo",20,6
"no","No","female",36,"hbo",NA,30
"no","No","female",52,"hbo",NA,10
"no","No","male",85,"vmbo",NA,NA
"yes","No","male",38,"vmbo",NA,5
"no","No","male",74,"vmbo",NA,NA
"no","No","female",52,"hbo",NA,4
"no","No","female",72,"mbo",NA,3
"yes","No","male",79,"wo",NA,4
"no","No","female",54,"hbo",NA,10
"no","No","male",22,"havo/vwo",NA,150
"no","No","female",61,"hbo",NA,3
"no","No","female",72,"mbo",NA,3
"yes","No","male",53,"vmbo",NA,6
"no","No","female",87,"vmbo",NA,NA
"no","No","female",17,"vmbo",NA,20
"no","No","female",40,"hbo",NA,15
"no","No","female",74,"mbo",NA,NA
"yes","Yes","female",19,"havo/vwo",91,10
"yes","Yes","female",38,"hbo",14,4
"no","No","male",62,"hbo",NA,4
"no","No","female",49,"hbo",NA,6
"no","No","male",62,"hbo",NA,6
"no","No","female",59,"vmbo",NA,NA
"yes","No","female",56,"mbo",NA,3
"yes","No","female",69,"hbo",NA,3
"no","No","female",76,"vmbo",NA,NA
"no","No","female",70,"vmbo",NA,NA
"no","No","female",23,"havo/vwo",NA,NA
"yes","Yes","female",70,"havo/vwo",20,20
"no","No","male",81,"wo",NA,5
"no","No","male",50,"vmbo",NA,5
"no","No","female",60,"mbo",NA,1
"no","No","female",76,"hbo",NA,NA
"yes","Yes","female",19,"havo/vwo",54,30
"no","No","female",58,"hbo",NA,NA
"no","No","female",61,"mbo",NA,NA
"no","No","female",82,"hbo",NA,2
"no","No","female",52,"mbo",NA,4
"yes","Yes","male",73,"wo",13,12
"no","No","male",18,"vmbo",NA,24
"no","No","male",56,"mbo",NA,5
"no","No","female",73,"hbo",NA,NA
"yes","No","female",48,"vmbo",NA,2
"no","No","female",63,"vmbo",NA,NA
"no","No","female",42,"vmbo",NA,4
"yes","Yes","female",47,"mbo",49,25
"no","No","male",59,"mbo",NA,6
"no","No","female",83,"primary education",NA,NA
"no","No","male",74,"hbo",NA,5
"no","No","female",61,"mbo",NA,3
"no","No","male",76,"wo",NA,6
"no","No","female",70,"wo",NA,2
"no","No","female",66,"hbo",NA,10
"no","No","female",77,"hbo",NA,NA
"no","No","male",57,"wo",NA,5
"yes","Yes","male",58,"hbo",7,5
"no","No","male",50,"mbo",NA,15
"no","No","female",69,"hbo",NA,NA
"no","No","female",70,"mbo",NA,5
"no","No","male",34,"hbo",NA,5
"yes","No","male",71,"mbo",NA,4
"no","No","male",52,"mbo",NA,6
"no","No","female",67,"vmbo",NA,8
"no","No","male",53,"vmbo",NA,NA
"no","No","male",59,"wo",NA,45
"yes","No","female",39,"hbo",NA,15
"yes","Yes","male",49,"wo",16,4
"no","No","male",68,"vmbo",NA,NA
"no","No","male",66,"hbo",NA,4
"no","No","male",58,"vmbo",NA,3
"no","No","male",59,"hbo",NA,10
"no","No","male",62,"hbo",NA,3
"no","No","male",49,"vmbo",NA,1
"no","No","male",47,"hbo",NA,10
"no","No","male",82,"vmbo",NA,NA
"no","No","female",62,"vmbo",NA,NA
"no","No","male",66,"wo",NA,2
"yes","Yes","male",52,"hbo",17,15
"no","No","female",44,"mbo",NA,2
"no","No","female",61,"hbo",NA,20
"no","No","male",73,"hbo",NA,3
"no","No","male",64,"vmbo",NA,NA
"no","No","male",76,"hbo",NA,NA
"yes","No","female",50,"wo",NA,30
"yes","No","female",59,"hbo",NA,7
"no","No","female",42,"mbo",NA,5
"yes","Yes","male",64,"wo",46,12
"yes","Yes","male",36,"wo",247,5
"no","No","female",72,"hbo",NA,5
"no","No","female",67,"hbo",NA,1
"no","No","male",32,"wo",NA,30
"no","No","female",78,"vmbo",NA,1
"no","No","female",73,"vmbo",NA,6
"yes","No","male",27,"mbo",NA,5
"no","No","male",88,"vmbo",NA,NA
"no","No","female",59,"vmbo",NA,4
"no","No","female",57,"mbo",NA,5
"yes","No","male",69,"havo/vwo",NA,NA
"no","No","male",74,"mbo",NA,7
"no","No","female",65,"hbo",NA,4
"no","No","female",62,"vmbo",NA,10
"yes","No","male",74,"primary education",NA,NA
"yes","No","male",55,"vmbo",NA,NA
"no","No","female",64,"vmbo",NA,1
"no","No","male",55,"mbo",NA,NA
"no","No","female",56,"hbo",NA,11
"no","No","male",65,"havo/vwo",NA,30
"no","No","male",18,"vmbo",NA,NA
"no","No","male",70,"hbo",NA,10
"no","No","male",80,"mbo",NA,NA
"no","No","female",36,"primary education",NA,15
"no","No","male",24,"wo",NA,50
"yes","No","male",66,"hbo",NA,10
"no","No","female",65,"hbo",NA,12
"no","No","female",67,"primary education",NA,NA
"no","No","male",76,"hbo",NA,NA
"no","No","male",68,"wo",NA,4
"no","No","female",64,"mbo",NA,4
"no","No","male",58,"vmbo",NA,2
"no","No","female",63,"hbo",NA,NA
"no","No","female",30,"hbo",NA,NA
"no","No","female",50,"mbo",NA,4
"no","No","female",82,"hbo",NA,5
"yes","Yes","male",49,"mbo",16,10
"no","No","female",56,"mbo",NA,5
"no","No","female",64,"mbo",NA,3
"no","No","female",52,"mbo",NA,10
"yes","Yes","male",59,"vmbo",NA,5
"yes","No","female",71,"mbo",NA,1
"no","No","female",22,"vmbo",NA,3
"no","No","female",85,"hbo",NA,NA
"no","No","female",46,"havo/vwo",NA,5
"no","No","female",64,"hbo",NA,7
"no","No","male",47,"hbo",NA,3
"no","No","male",63,"wo",NA,NA
"no","No","male",82,"primary education",NA,NA
"no","No","female",58,"vmbo",NA,3
"no","No","male",57,"mbo",NA,3
"no","No","male",49,"hbo",NA,10
"yes","No","female",33,"hbo",NA,3
"no","No","female",70,"vmbo",NA,NA
"yes","No","female",52,"wo",NA,15
"no","No","female",67,"hbo",NA,6
"no","No","female",20,"primary education",NA,NA
"no","No","female",28,"hbo",NA,10
"no","No","male",69,"mbo",NA,9
"no","No","male",79,"hbo",NA,3
"no","No","female",62,"vmbo",NA,1
"no","No","female",74,"wo",NA,9
"no","No","male",53,"mbo",NA,10
"no","No","male",35,"hbo",NA,2
"yes","No","male",79,"hbo",NA,NA
"no","No","male",34,"wo",NA,10
"no","No","male",70,"wo",NA,10
"no","No","female",29,"hbo",NA,35
"no","No","male",68,"hbo",NA,2
"no","No","female",70,"havo/vwo",NA,1
"no","No","male",43,"wo",NA,6
"no","No","female",48,"hbo",NA,3
"no","No","female",76,"havo/vwo",NA,3
"no","No","female",51,"vmbo",NA,5
"yes","No","female",42,"mbo",NA,10
"yes","Yes","female",20,"havo/vwo",165,30
"yes","Yes","female",30,"mbo",15,50
"yes","Yes","female",30,"wo",69,10
"no","No","female",47,"mbo",NA,12
"no","No","female",68,"havo/vwo",NA,NA
"no","No","female",56,"vmbo",NA,NA
"yes","Yes","male",34,"wo",80,30
"no","No","male",59,"vmbo",NA,2
"no","No","male",59,"mbo",NA,NA
"no","No","female",40,"wo",NA,5
"yes","No","female",24,"havo/vwo",NA,15
"no","No","male",65,"vmbo",NA,10
"no","No","female",73,"hbo",NA,1
"yes","Yes","female",37,"hbo",41,8
"no","No","male",85,"primary education",NA,NA
"yes","No","female",65,"vmbo",NA,1
"yes","No","male",35,"mbo",NA,NA
"no","No","female",76,"hbo",NA,2
"no","No","male",46,"havo/vwo",NA,10
"no","No","male",44,"mbo",NA,2
"no","No","male",70,"primary education",NA,NA
"no","No","female",67,"vmbo",NA,NA
"no","No","female",71,"vmbo",NA,5
"no","No","female",71,"hbo",NA,25
"no","No","male",73,"vmbo",NA,NA
"no","No","male",23,"vmbo",NA,NA
"no","No","male",50,"hbo",NA,1
"yes","No","female",51,"havo/vwo",NA,10
"no","No","male",21,"havo/vwo",NA,NA
"no","No","female",53,"mbo",NA,6
"yes","No","female",82,"vmbo",NA,1
"yes","No","male",41,"hbo",NA,20
"no","No","female",17,"primary education",NA,4
"no","No","female",61,"hbo",NA,10
"no","No","female",85,"hbo",NA,NA
"no","No","male",58,"hbo",NA,NA
"no","No","female",33,"hbo",NA,7
"no","No","female",57,"vmbo",NA,10
"no","No","male",61,"hbo",NA,15
"no","No","female",67,"hbo",NA,3
"no","No","male",69,"vmbo",NA,2
"no","No","male",76,"mbo",NA,NA
"no","No","female",63,"mbo",NA,3
"yes","Yes","male",25,"wo",339,400
"no","No","female",70,"mbo",NA,2
